Address,info_a,info_b,price,size
"Pihlajatie 23 A, Meilahti, Helsinki","
				Kerrostalo, 1945
			","
				2h+kk (yj)
			","
277 000 €


","

277 000 €




39,5 m²



"
"Tyynelänkuja 6 D, Tapaninvainio, Helsinki","
				Kerrostalo, 1980
			","
				2h+k+kph+parveke
			","
139 000 €


","

139 000 €




50,5 m²



"
"Vellamonkatu 12 A, Hermanni, Helsinki","
				Kerrostalo, 1956
			","
				3h, k, kph, parveke (Yj. 3h+k+kh)
			","
330 000 €


","

330 000 €




70 m²



"
"Lapinlahdenkatu 7, Kamppi, Helsinki","
				Kerrostalo, 1908
			","
				3 h, avok, 2xkph, parvi, työhuone, vaatehuone
			","
750 000 €


","

750 000 €




96 m²



"
"Pläsinpellonkuja 1 G, Tapaninkylä, Helsinki","
				Rivitalo
			","
				3h+k+kph+s+piha+varasto
			","
220 000 €


","

220 000 €




75 m²



"
"Horisontti 2 B 05, Kruunuvuorenranta, Helsinki","
				Kerrostalo, 2025
			","
				3H+KT+S
			","
976 000 €


				Hoitovastike 502,1 €/kk
			
","

976 000 €


				Hoitovastike 502,1 €/kk
			


97,5 m²

				10 010,3 €/m²
			


2/5

				Kerros
			

"
"Horisontti 2 F 56, Kruunuvuorenranta, Helsinki","
				Kerrostalo, 2025
			","
				2H+KT+PARVI
			","
683 600 €


				Hoitovastike 391,4 €/kk
			
","

683 600 €


				Hoitovastike 391,4 €/kk
			


76 m²

				8 994,7 €/m²
			


2/5

				Kerros
			

"
"Sepänkatu 15 C, Punavuori, Helsinki","
				Kerrostalo, 1939
			","
				2h, k, kph,wc (yj. 2h+k+halli+takka)
			","
595 000 €


","

595 000 €




74 m²



"
"Itälahdenkatu 9 D, Lauttasaari, Helsinki","
				Kerrostalo
			","
				2h + kk + s
			","
372 000 €


","

372 000 €




50 m²



"
"Tehtaankatu 20, Ullanlinna, Helsinki","
				Kerrostalo, 1907
			","
				2h+avok+kph
			","
398 000 €


","

398 000 €




49,3 m²



"
"Muotoilijankatu 6 A, Arabianranta, Helsinki","
				Kerrostalo, 2007
			","
				3h+k+s+parveke
			","
535 000 €


				Hoitovastike 426,3 €/kk
			
","

535 000 €


				Hoitovastike 426,3 €/kk
			


87 m²

				6 149,4 €/m²
			


2/7

				Kerros
			

"
"Verkkosaarenranta 14, Verkkosaari, Helsinki","
				Kerrostalo, 2025
			","
				2h + avok + parveke
			","
278 460 €


","

278 460 €




51 m²



"
"Postiljooninkatu 3 A, Pohjois-Pasila, Helsinki","
				Kerrostalo, 2021
			","
				2h+kt
			","
269 900 €


","

269 900 €




49 m²



"
"Sallatunturintie 2 C, Mellunmäki, Helsinki","
				Kerrostalo, 1969
			","
				2h, k, kph, parveke (yhtiöj. 2h+k)
			","
165 000 €


","

165 000 €




55 m²



"
"Verkkosaarenranta 14, Verkkosaari, Helsinki","
				Kerrostalo, 2025
			","
				3h + avok + erilis WC + parveke
			","
327 335 €


","

327 335 €




61,5 m²



"
"Luutnantinpolku 9 D, Malminkartano, Helsinki","
				Kerrostalo, 1982
			","
				2 h+ k + kph + parveke
			","
139 000 €


","

139 000 €




65 m²



"
"Svinhufvudintie 4, Kulosaari, Helsinki","
				Kerrostalo, 1961
			","
				2h+k+wc+p
			","
305 000 €


","

305 000 €




55 m²



"
"Solvikinkatu 13, Vuosaari, Helsinki","
				Kerrostalo
			","
				3h + s + p
			","
560 000 €


","

560 000 €




85,5 m²



"
"Koskelantie 28, Käpylä, Helsinki","
				Kerrostalo, 1951
			","
				3h, k, kph, parveke
			","
348 000 €


","

348 000 €




72,5 m²



"
"Helsinginkatu 34 C, Kallio, Helsinki","
				Kerrostalo, 2008
			","
				2h, avok, kph, s, et, parveke
			","
298 000 €


","

298 000 €




46 m²



"
"Juhana Herttuan tie 10, Koskela, Helsinki","
				Kerrostalo, 1973
			","
				3h, k, kph, vh, las.parveke
			","
178 000 €


","

178 000 €




74,1 m²



"
"Postiljooninkatu 19 B, Postipuisto, Helsinki","
				Kerrostalo, 2020
			","
				2h, avok, kph, vh, rans. parv.
			","
239 000 €


","

239 000 €




48,5 m²



"
"Kajaaninlinnantie 3 A, Puotinharju, Helsinki","
				Kerrostalo, 1963
			","
				3-4h,k,kph,lasit.p
			","
198 000 €


","

198 000 €




75 m²



"
"Kallvikintie 59 A 03, Vuosaari, Helsinki","
				Kerrostalo, 2000
			","
				2H+KK+S
			","
18 018 €


","

18 018 €




43,5 m²



"
"Eteläinen Rautatiekatu 16a B, Kamppi, Helsinki","
				Kerrostalo, 1988
			","
				3h+k+s+wc+2xparveke
			","
549 000 €


","

549 000 €




89,5 m²



"
"Tarkk'ampujankatu 12 B, Ullanlinna, Helsinki","
				Kerrostalo, 1935
			","
				3h+avok+kph+et
			","
559 000 €


","

559 000 €




61 m²



"
"Huopalahdentie 12 B, Munkkiniemi, Helsinki","
				Kerrostalo, 1957
			","
				2 h+kk (yhtiöjärjestyksen mukaan)
			","
249 500 €


","

249 500 €




38 m²



"
"Korkeavuorenkatu 3 B, Ullanlinna, Helsinki","
				Kerrostalo, 1927
			","
				2h, avokeittiö, kph, 2xwc,  vh, khh
			","
949 000 €


","

949 000 €




87 m²



"
"Koirasaarentie 21 B, Kruunuvuorenranta, Helsinki","
				Kerrostalo, 2016
			","
				3h+k+kph+s+las.p
			","
275 000 €


","

275 000 €




60,5 m²



"
"Eerikinkatu 29 D, Kamppi, Helsinki","
				Kerrostalo, 1929
			","
				2h, avokeittiö, kph ja khh
			","
379 000 €


","

379 000 €




47 m²



"
"Verkkosaarenranta 2 A 24, Kalasatama, Helsinki","
				Kerrostalo, 2025
			","
				2h + avok + p
			","
333 028 €


","

333 028 €




39 m²



"
"Verkkosaarenranta 2 A 23, Kalasatama, Helsinki","
				Kerrostalo, 2025
			","
				3h + avok + p
			","
609 395 €


","

609 395 €




84 m²



"
"Karibianranta 4 B, Jätkäsaari, Helsinki","
				Kerrostalo, 2020
			","
				2h, avokeittiö, kph, vh, parveke
			","
309 000 €


","

309 000 €




42,5 m²



"
"Lintulahdenaukio 4 b, Sörnäinen, Helsinki","
				Kerrostalo, 1999
			","
				2h+kk+s
			","
29 517 €


","

29 517 €




58 m²



"
"Kalevankatu 33, Kamppi, Helsinki","
				Kerrostalo, 1907
			","
				2-3h, avok, kph, et
			","
677 000 €


","

677 000 €




80,5 m²



"
"Aallonhalkoja 3 e 5, Sompasaari, Helsinki","
				Kerrostalo, 2020
			","
				3h + kt + s
			","
677 000 €


","

677 000 €




79 m²



"
"Koudantie 4 C, Puistola, Helsinki","
				Rivitalo, 1988
			","
				3h, k, kph, s, wc, parv, piha
			","
248 000 €


","

248 000 €




85 m²



"
"Luuvaniementie 14 A, Munkkiniemi, Helsinki","
				Kerrostalo, 1962
			","
				3h+k+vh+wc+lasitettu parveke (yj 3h+k)
			","
348 000 €


","

348 000 €




63 m²



"
"Välitalontie 74, Länsi-Pakila, Helsinki","
				Rivitalo, 1984
			","
				3h+avok.+kph+s+erill.wc+vh+viherhuone/lämm.ter.+var.
			","
379 000 €


","

379 000 €




72 m²



"
"Kappelinpiha 6, Koskela, Helsinki","
				Kerrostalo, 2022
			","
				2h + pesuhuone + k
			","
58 000 €


","

58 000 €




56 m²



"
"Niittaajankatu 6 B, Herttoniemenranta, Helsinki","
				Kerrostalo, 2011
			","
				2h+kt+s+las.parv
			","
312 000 €


","

312 000 €




65 m²



"
"Poutamäentie 12, Pajamäki, Helsinki","
				Kerrostalo, 1959
			","
				2h, k, vh, las parveke
			","
219 000 €


","

219 000 €




51,5 m²



"
"Tuulimyllyntie 1 E, Myllypuro, Helsinki","
				Kerrostalo, 1965
			","
				2h+kk+kh+p
			","
140 000 €


","

140 000 €




45,5 m²



"
"Kivijatatie 11, Kivikko, Helsinki","
				Kerrostalo, 2001
			","
				2h, k, s, lasitettu parveke
			","
184 000 €


","

184 000 €




62,5 m²



"
"Katajaharjuntie 1-3 A, Lauttasaari, Helsinki","
				Kerrostalo, 1963
			","
				3h+k+kph+las.parveke (yhtiöjärjestyksen mukaan 3h+k+kh)
			","
438 000 €


","

438 000 €




72 m²



"
"Laivanvarustajankatu 10 H, Ullanlinna, Helsinki","
				Kerrostalo, 1908
			","
				2h, avok. kph
			","
370 000 €


","

370 000 €




47 m²



"
"Bermudankatu 5 A, Jätkäsaari, Helsinki","
				Kerrostalo, 2021
			","
				3h+kt+s
			","
449 000 €


","

449 000 €




61,5 m²



"
"Ohjaajantie 6 A, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1955
			","
				3h, k, kph, p
			","
278 000 €


","

278 000 €




66 m²



"
"Asemapäällikönkatu 3, Itä-Pasila, Helsinki","
				Kerrostalo, 1976
			",,"
248 000 €


","

248 000 €




52,5 m²



"
"Satamakatu 4, Katajanokka, Helsinki","
				Kerrostalo, 1914
			","
				2h, kk, kph
			","
534 000 €


","

534 000 €




56 m²



"
"Aittatie 11 A, Konala, Helsinki","
				Kerrostalo, 1993
			","
				3h, k, kph, wc, sauna, lasitettu parveke
			","
269 000 €


","

269 000 €




72,5 m²



"
"Haapalahdenkatu 11 A, Pikku Huopalahti, Helsinki","
				Kerrostalo, 1991
			","
				3h+k+kph+piha (yj. 3 h+k)
			","
275 000 €


","

275 000 €




74,5 m²



"
"Liukulaakerinkuja 4 B, Konepaja, Helsinki","
				Kerrostalo, 2013
			","
				2h, avok, kph, s, p
			","
357 900 €


","

357 900 €




44 m²



"
"Vesannontie 5, Vallila, Helsinki","
				Kerrostalo, 1938
			","
				2h, avok, kph, parveke
			","
179 000 €


","

179 000 €




32,5 m²



"
"Kurjenkellonkuja 1, Kurkimäki, Helsinki","
				Kerrostalo, 1985
			",,"
139 000 €


","

139 000 €




52,5 m²



"
"Sahanmäenkuja 3 A, Vallila, Helsinki","
				Kerrostalo, 2013
			","
				2h, kk, kph, s, las. p
			","
415 900 €


","

415 900 €




57,5 m²



"
"Lauttasaarentie 52 C, Lauttasaari, Helsinki","
				Kerrostalo, 2017
			","
				2h, avok, kph, vh, piha
			","
348 900 €


","

348 900 €




46,5 m²



"
"Hiomotie 18 A 18, Pitäjänmäki, Helsinki","
				Kerrostalo, 1998
			","
				2H+KK+S
			","
18 057 €


","

18 057 €




49 m²



"
"Tervapääskynpolku 14, Tapaninvainio, Helsinki","
				Rivitalo, 1986
			","
				3h+k+s
			","
245 000 €


","

245 000 €




80 m²



"
"Meri-Rastilan tie 23 D 29, Vuosaari, Helsinki","
				Kerrostalo, 1996
			","
				3H+K+S
			","
21 493 €


","

21 493 €




68,5 m²



"
"Välitalontie 40a 1, Pakila, Helsinki","
				Rivitalo
			","
				2h,avok,kph,et,tk,terassi
			","
258 000 €


","

258 000 €




43,5 m²



"
"Porintie 3 F, Munkkivuori, Helsinki","
				Kerrostalo, 1957
			","
				2h, kk, kph, vh, lasitettu parveke (yj:2h+kk)
			","
225 000 €


","

225 000 €




47 m²



"
"Karmiinikuja 4 A, Kuninkaantammi, Helsinki","
				Kerrostalo, 2018
			","
				2h+kt
			","
198 000 €


","

198 000 €




47 m²



"
"Hämeentie 152 D, Toukola, Helsinki","
				Kerrostalo, 1945
			","
				2h, kk, kph
			","
235 000 €


","

235 000 €




41,3 m²



"
"Pengerkatu 25 A, Kallio, Helsinki","
				Kerrostalo, 1928
			","
				2h, avok, kph
			","
359 000 €


","

359 000 €




53,4 m²



"
"Annankatu 4 B, Punavuori, Helsinki","
				Kerrostalo, 1896
			","
				2-3h+avok+kph (yhtiöjärjestyksen mukaan 2h+k)
			","
428 000 €


","

428 000 €




56,5 m²



"
"Lohkarekuja 1, Kivikko, Helsinki","
				Kerrostalo, 1994
			","
				2H+KK+S
			","
15 580 €


","

15 580 €




49,5 m²



"
"Neitoperhosentie 3 A, Honkasuo, Helsinki","
				Rivitalo, 2020
			","
				3h+k+kph+wc+p+terassi+piha+var
			","
339 000 €


","

339 000 €




75 m²



"
"Koirasaarentie 50, Kruunuvuorenranta, Helsinki","
				Kerrostalo, 2020
			","
				3h + k + kph + s + wc + las.p
			","
398 000 €


","

398 000 €




77 m²



"
"Vilhonvuorenkuja 20 C, Kallio, Helsinki","
				Kerrostalo, 1927
			","
				2 h + k + kph
			","
298 000 €


","

298 000 €




50 m²



"
"Ajomiehentie 14, Konala, Helsinki","
				Kerrostalo, 2011
			","
				2h+kt
			","
31 032 €


","

31 032 €




47 m²



"
"Ajomiehentie 14, Konala, Helsinki","
				Kerrostalo, 2011
			","
				2h+kt
			","
31 790 €


","

31 790 €




47 m²



"
"Patteripolku 4, Mellunkylä, Helsinki","
				Rivitalo, 2006
			","
				3h+k+s
			","
33 614 €


","

33 614 €




73,5 m²



"
"Tuulimyllyntie 1 B, Myllypuro, Helsinki","
				Kerrostalo, 1965
			","
				3h, k, kph, p
			","
198 000 €


","

198 000 €




68,5 m²



"
"Mätästie 5, Suurmetsä, Helsinki","
				Kerrostalo, 1974
			","
				Oh+avok.+2xmh+kph+s+lasit.parv.
			","
129 000 €


","

129 000 €




80 m²



"
"Mannerheimintie 69 B, Laakso, Helsinki","
				Kerrostalo, 1938
			","
				2h+k
			","
349 000 €


","

349 000 €




51 m²



"
"Koreankatu 2, Toukola, Helsinki","
				Kerrostalo, 1953
			","
				2h, avokeittiö, alkovi, kph, parveke
			","
288 000 €


","

288 000 €




49 m²



"
"Maamonlahdentie 5 A, Lauttasaari, Helsinki","
				Kerrostalo, 1970
			","
				3-4h, k, rt, kph, wc, lasitettu terassi
			","
750 000 €


","

750 000 €




105 m²



"
"Vartioharjuntie 4 G, Vartiokylä, Helsinki","
				Rivitalo, 1981
			","
				3-4h+k+kph+s+erill.wc+p+piha/terassi
			","
278 000 €


","

278 000 €




78,5 m²



"
"Orioninkatu 5-7 B, Hermanni, Helsinki","
				Kerrostalo, 1959
			","
				3h, k, kph, vh, ranskalainen parveke
			","
340 000 €


","

340 000 €




79 m²



"
"Arkadiankatu 19 C, Töölö, Helsinki","
				Kerrostalo, 1912
			","
				3h+k+2xkph (yj. 3h+k)
			","
630 000 €


","

630 000 €




84,5 m²



"
"Tuulimyllyntie 3 E, Myllypuro, Helsinki","
				Kerrostalo, 1965
			",,"
179 000 €


","

179 000 €




57,5 m²



"
"Raaseporintie 1, Puotinharju, Helsinki","
				Kerrostalo, 1962
			","
				2h + k + kph + vh ja lasitettu parveke
			","
154 000 €


","

154 000 €




46 m²



"
"Kauppalantie 10, Etelä-Haaga, Helsinki","
				Kerrostalo, 1959
			","
				3h, k, kph + parveke
			","
299 000 €


","

299 000 €




67 m²



"
"Olavinlinnantie 7 A, Puotinharju, Helsinki","
				Kerrostalo, 1964
			","
				2 h+k+kph+s
			","
230 000 €


","

230 000 €




55,7 m²



"
"Kiskontie 15 A, Ruskeasuo, Helsinki","
				Kerrostalo, 1956
			","
				3h, k, kph, et.
			","
399 000 €


","

399 000 €




61 m²



"
"Laurinniityntie 3 B, Lassila, Helsinki","
				Kerrostalo, 1985
			","
				2h, kk, kph, parv
			","
158 000 €


","

158 000 €




33 m²



"
"Akonlahdenkuja 1 B, Mellunmäki, Helsinki","
				Rivitalo, 2022
			","
				2h, k,  rt, vh, 2kph, parveke, terassi, varasto
			","
289 500 €


","

289 500 €




69 m²



"
"Vilhonvuorenkuja 20, Sörnäinen, Helsinki","
				Kerrostalo, 1927
			","
				2-3h, k, kph ja erill. wc
			","
487 000 €


","

487 000 €




88 m²



"
"Berliininkatu 9 A 17, Arabianranta, Helsinki","
				Kerrostalo, 2015
			","
				3h+avok+kph+s+erill.wc+las.parv
			","
467 000 €


","

467 000 €




72 m²



"
"Fredrikinkatu 69 A, Etu-Töölö, Helsinki","
				Kerrostalo, 1913
			","
				3h + avok + kph
			","
636 000 €


","

636 000 €




66 m²



"
"Vanha Tapanilantie 7 F, Tapaninvainio, Helsinki","
				Kerrostalo, 1982
			","
				2h+k+kph+s
			","
194 000 €


","

194 000 €




53,5 m²



"
"Arentikuja 4 B 1, Malminkartano, Helsinki","
				Kerrostalo, 1981
			","
				3h+k
			","
199 000 €


","

199 000 €




75 m²



"
"Vähäntuvantie 2, Konala, Helsinki","
				Kerrostalo, 1963
			","
				3h,k,kph,las.parv
			","
229 000 €


","

229 000 €




68 m²



"
"Azorienkuja 1, Jätkäsaari, Helsinki","
				Kerrostalo, 2021
			","
				3h, k, kph, s, wc, lasit.parv.
			","
487 000 €


","

487 000 €




83 m²



"
"Tukkutorinkuja 16 A, Kalasatama, Helsinki","
				Kerrostalo, 2019
			","
				2h+kt
			","
348 000 €


","

348 000 €




40,5 m²



"
"Mechelininkatu 40 a, Taka-Töölö, Helsinki","
				Kerrostalo, 1949
			","
				2h+kk
			","
275 000 €


","

275 000 €




45,5 m²



"
"Karistimentie 2, Myllypuro, Helsinki","
				Kerrostalo, 1964
			","
				3h, kph, k, lasit.parveke
			","
220 000 €


","

220 000 €




70 m²



"
"Bermudankatu 5 A, Jätkäsaari, Helsinki","
				Kerrostalo, 2021
			","
				3h, avok., kph, s, vh, las. parv. (yj. 3h, kt, s)
			","
479 000 €


","

479 000 €




61,5 m²



"
"Esikoisentie 8, Hakuninmaa, Helsinki","
				Rivitalo, 1985
			","
				3h, k, s, kph, erill.wc
			","
150 000 €


","

150 000 €




81 m²



"
"Pohjoisranta 22, Kruununhaka, Helsinki","
				Kerrostalo
			","
				2h, avokeittiö, kph
			","
412 000 €


","

412 000 €




42 m²



"
"Töölönkatu 15, Etu-Töölö, Helsinki","
				Kerrostalo, 1939
			","
				3h, avok, rt, kph, erill. wc, parveke
			","
792 000 €


","

792 000 €




86 m²



"
"Susitie 3, Herttoniemi, Helsinki","
				Kerrostalo, 1957
			","
				3h + p
			","
259 000 €


","

259 000 €




45 m²



"
"Karavaanikuja 4, Vuosaari, Helsinki","
				Kerrostalo, 2018
			","
				2H+KT
			","
33 015 €


","

33 015 €




49,5 m²



"
"Metsäpurontie 17, Maunula, Helsinki","
				Kerrostalo, 1971
			","
				3h + k + kph+ wc + p
			","
217 000 €


","

217 000 €




76,6 m²



"
"Satamasaarentie 4, Vuosaari, Helsinki","
				Kerrostalo, 1966
			","
				3h, k, kph, lasitettu parveke
			","
179 000 €


","

179 000 €




62 m²



"
"Merikorttitie 4 B, Vuosaari, Helsinki","
				Kerrostalo, 1964
			","
				2h, k, parveke
			","
144 000 €


","

144 000 €




50,8 m²



"
"Sturenkatu 37-41 G, Vallila, Helsinki","
				Kerrostalo, 1923
			","
				2h, avokeittiö, kph
			","
250 000 €


","

250 000 €




41 m²



"
"Atlantinkatu 16 A, Jätkäsaari, Helsinki","
				Kerrostalo, 2020
			","
				3h+kt+kph+wc+las.parv
			","
425 000 €


","

425 000 €




78 m²



"
"Säästöpankinranta 8 B, Siltasaari, Helsinki","
				Kerrostalo, 1910
			","
				2h+avok+kh/wc+s
			","
558 000 €


","

558 000 €




63 m²



"
"Lapinlahdenkatu 21 B, Kamppi, Helsinki","
				Kerrostalo, 1928
			","
				3-4h, avok, kph, erill. wc, halli, eteinen (yj. 4h+k)
			","
785 000 €


","

785 000 €




98,5 m²



"
"Teollisuuskatu 30, Konepaja, Helsinki","
				Kerrostalo, 2018
			","
				3 h+avok+s+las.parveke
			","
432 000 €


","

432 000 €




72,5 m²



"
"Lupajantie 1 C, Mellunkylä, Helsinki","
				Rivitalo, 1985
			","
				3h,k,sauna,kph,eril wc,vh ulkovarasto
			","
249 000 €


","

249 000 €




83,5 m²



"
"Portimopolku 12 A, Herttoniemi, Helsinki","
				Kerrostalo, 1954
			","
				2h+k (yhtiöjärjestyksen mukaan 2 h+kk)
			","
269 000 €


","

269 000 €




47 m²



"
"Krister Juutin polku 4, Viikki, Helsinki","
				Kerrostalo, 1997
			","
				2H+KK+S
			","
17 157 €


","

17 157 €




47 m²



"
"Katajanokanranta 17 E, Katajanokka, Helsinki","
				Kerrostalo, 1982
			","
				2h, k, kph, s, terassi (yj:n mukaan 2h+k+s)
			","
325 000 €


","

325 000 €




50 m²



"
"Katajanokanranta 19 A, Katajanokka, Helsinki","
				Kerrostalo, 1983
			","
				3h,k,s
			","
379 000 €


","

379 000 €




70,5 m²



"
"Pieni Roobertinkatu 4-6 F, Kaartinkaupunki, Helsinki","
				Kerrostalo, 1910
			","
				2h+avok+kph
			","
435 000 €


","

435 000 €




50 m²



"
"Vellikellontie 5 C, Malminkartano, Helsinki","
				Kerrostalo, 1980
			","
				2h, k, kph, las. p
			","
138 000 €


","

138 000 €




56 m²



"
"Porvoonkatu 5-7 C, Kallio, Helsinki","
				Kerrostalo, 1961
			","
				2h+kk (yhtiöjärjestyksen mukaan)
			","
229 000 €


","

229 000 €




41,5 m²



"
"Ilotulitustie 8 D, Itäkeskus, Helsinki","
				Rivitalo, 2000
			","
				3-4h, k, kph, s, wc (yj:n mukaan 3-4h+k+s)
			","
288 000 €


","

288 000 €




78 m²



"
"Ulvilantie 17a H, Munkkivuori, Helsinki","
				Kerrostalo, 1957
			","
				2h+k+p+kh
			","
238 000 €


","

238 000 €




49,8 m²



"
"Maakaari 5 C, Latokartano, Helsinki","
				Kerrostalo, 2017
			","
				3h,kt ja kph (yj:n mukaan 3h+kt)
			","
232 000 €


","

232 000 €




50 m²



"
"Bulevardi 14 B, Kamppi, Helsinki","
				Kerrostalo, 1896
			","
				3h+avok+ph+sauna+erill.wc+khh+2 parveke
			","
1 275 000 €


","

1 275 000 €




75,5 m²



"
"Somerontie 7 A, Vallila, Helsinki","
				Kerrostalo, 1946
			","
				2h, k, rt, kh
			","
349 000 €


","

349 000 €




57 m²



"
"Keijukaistenpolku 12, Roihuvuori, Helsinki","
				Kerrostalo, 1956
			","
				3h + k +l.parv
			","
269 000 €


","

269 000 €




63 m²



"
"Kaarenjalka 4 D, Kontula, Helsinki","
				Kerrostalo, 1969
			","
				3h+k+kph+vh+lasitettu parveke (Yj:n mukaan 3h+k)
			","
149 000 €


","

149 000 €




65 m²



"
"Kutomotie 10 C, Pitäjänmäki, Helsinki","
				Kerrostalo, 2015
			","
				3h+kt+s+iso piha+autohallipaikka 
			","
499 000 €


","

499 000 €




84,5 m²



"
"Adolf Lindforsin tie 5, Pohjois-Haaga, Helsinki","
				Kerrostalo, 1956
			","
				2h, k, kph, vh, p
			","
199 000 €


","

199 000 €




47 m²



"
"Valssimyllynkatu 17 G, Myllypuro, Helsinki","
				Paritalo, 2021
			","
				3h, avok, kph, s, erill.wc, vh, et, parv., lasit.terassi (YJ: 3H+K+S)
			","
430 000 €


","

430 000 €




81,5 m²



"
"Punavuorenkatu 17, Punavuori, Helsinki","
				Kerrostalo, 1957
			","
				2h, k, kph ja parveke
			","
389 000 €


","

389 000 €




46 m²



"
"Aittatie 11 A, Konala, Helsinki","
				Kerrostalo, 1993
			","
				3h+k+s-erillinen wc + parveke
			","
258 000 €


","

258 000 €




72,5 m²



"
"Vesalantie 42 C, Mellunkylä, Helsinki","
				Rivitalo, 1985
			","
				2h+k+kph+sauna+terassi+piha (yhtiöjärjestyksen mukaan 2 h+k+s)
			","
178 000 €


","

178 000 €




56,5 m²



"
"Mannerheimintie 60 A, Töölö, Helsinki","
				Kerrostalo, 1926
			","
				2h + k + kph
			","
308 000 €


","

308 000 €




48 m²



"
"Mustankivenaukio 3, Vuosaari, Helsinki","
				Kerrostalo, 1999
			","
				2H+K+S
			","
25 653 €


","

25 653 €




72,5 m²



"
"Tilkankatu 33, Pikku Huopalahti, Helsinki","
				Kerrostalo, 1995
			","
				2H+KK+S
			","
17 130 €


","

17 130 €




49,5 m²



"
"Aurinkolahden puistotie 2 D, Aurinkolahti, Helsinki","
				Kerrostalo, 2005
			","
				3-4h+k+s+lasit. p.
			","
309 000 €


","

309 000 €




73,5 m²



"
"Priki Johannan kuja 3 A, Sompasaari, Helsinki","
				Kerrostalo, 2019
			","
				3h, avok, kph, s, las.terassi, piha
			","
578 000 €


","

578 000 €




68 m²



"
"Verkkoneula 5 C 70, Kalasatama, Helsinki","
				Kerrostalo, 2024
			","
				2h + kt
			","
38 652 €


","

38 652 €




44,5 m²



"
"Laivastokatu 6 B, Katajanokka, Helsinki","
				Kerrostalo, 1907
			","
				3h, k, kph, wc (yj: 3h+k)
			","
1 048 000 €


","

1 048 000 €




105 m²



"
"Alppikatu 11 A, Kallio, Helsinki","
				Kerrostalo, 1962
			","
				2 h, avok, kph, vh (yj: 2h+k)
			","
378 000 €


","

378 000 €




68 m²



"
"Aurinkotuulenkatu 7 A, Aurinkolahti, Helsinki","
				Kerrostalo, 2008
			","
				2h+kk+kph+s+terassiparveke
			","
249 000 €


","

249 000 €




49 m²



"
"Mannerheimintie 69 A, Laakso, Helsinki","
				Kerrostalo, 1938
			","
				2h, kk, kph
			","
317 000 €


","

317 000 €




45 m²



"
"Jaalaranta 6, Länsisatama, Helsinki","
				Kerrostalo, 1995
			","
				2h
			","
318 736 €


","

318 736 €




50,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
30 440 €


","

30 440 €




50 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
37 348 €


","

37 348 €




64,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
37 641 €


","

37 641 €




65 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+kt
			","
29 855 €


","

29 855 €




49,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
26 635 €


","

26 635 €




42,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
25 113 €


","

25 113 €




40,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
29 855 €


","

29 855 €




50 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
36 646 €


","

36 646 €




64,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
36 938 €


","

36 938 €




65 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+tpk
			","
37 699 €


","

37 699 €




67 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+kt
			","
29 270 €


","

29 270 €




49,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
26 109 €


","

26 109 €




42,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
24 879 €


","

24 879 €




40,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
29 562 €


","

29 562 €




50 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
36 294 €


","

36 294 €




64,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+kt
			","
36 587 €


","

36 587 €




65 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				3h+tpk
			","
37 290 €


","

37 290 €




67 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
25 816 €


","

25 816 €




42,5 m²



"
"Pasuunakuja 1 d, Kannelmäki, Helsinki","
				Kerrostalo, 2025
			","
				2h+tpk
			","
24 587 €


","

24 587 €




40,5 m²



"
